EntityId,Chart Label,Technology,Technology Subtype,Year,Official Program Number,Calculated LCOE,,Overnight Capital Cost dollar per kW including Contingency,Contingency Factor,Overnight Capital Cost dollar per kW,"Final Capital Cost, $/kW",Discount Rate,Lifetime Years,Final Lifetime in Years,Capital Recovery Factor,Tax Rate,Present Value of Depreciation,Average Capacity Factor,Max Capacity Factor,Final Capacity Factor,LCOE Capital Cost Term,O M All-Inclusive,Fixed O M dollar per kW,Variable O M dollar per MWh,Calculated OM All Inclusive Cost Term ($/kW),Calculated Fixed OM Term ($/kW),Calculated Variable OM Term ($/kW),LCOE OM Term,Fuel,Fuel Cost,Heat Rate,LCOD Fuel Cost Term,,Reference Name,Publication Year,Report Author(s),Dataset name,Dataset web source
EntityId,TechIndex,Technology,TechnologySubtype,Year,IsOfficial,lcoe,Blank,OnghCptCstDlKwInclCtng,ContingencyFactor,OnghtCptlCostDolPerKw,FinalCptlCostDolPerKw,DiscountRate,LifetimeYears,FinalLifetimeYears,CapitalRecoveryFactor,TaxRate,PvOfDepreciation,AvgCapacityFactor,MaxCapacityFactor,FinalCapacityFactor,TermCapitalCost,OMAllInclusive,FixedOMDolPerKw,VariableOMDolPerMwh,OfficialOMAllInclusive,OfficialFixedOMDolPerKw,OfficialVariableOMDolPerMwh,TermOMCost,Fuel,FuelCost,HeatRate,TermFuelCost,Blank,ShortName,PublicationYear,Author,Title,PublicationUrl
Unique identifier for this data record.,Displayed label for the technology and sub-technology.,General type of technology used to generate electricity.,Technology Subtype.,Year.,Official Program Number.,"Levelized cost of energy, an estimate of total electricity cost including payback of initial investment and operating costs. Also the price a plant must sell electricity at in order to break even.",,Overnight Capital Cost dollar per kW including Contingency.,Contingency Factor.,"Initial cost of a generation technology per kilowatt of capacity, if it could be conducted overnight.","Final Capital Cost, $/kW.","Discount Rate is the assumed effective rate at which future income streams are discounted. Used to compute the capital recovery factor. In Normalized mode, a single discount rate is used. In Market and User modes, the discount rate can be different for each technology.",Lifetime Years.,Lifetime of the Investment. It is the assumed lifetime of a new plant/vehicle and the period over which the investment is computed (unless specified otherwise).,(CRF) A common element in the levelized cost calculations is capital expenditures. The capital expenditure is turned into annual payments with a Capital Recovery Factor (CRF) that is defined using a common calculation.,Tax rate paid (applied after depreciation credits).,"The present value of depreciation, depending on the MACRS schedule (Modified Accelerated Cost Recovery System).",The ratio between average power and peak capacity. A plant running at full capacity for exactly half the year would have a 0.5 capacity factor.,Max Capacity Factor.,Final Capacity Factor.,Capital Cost term calculated in the LCOE equation,O M All-Inclusive.,Maintenance costs for generation paid regardless of the total amount generated.,Maintenance costs for generation paid per unit of energy produced.,"Term calculated using the OM All Inclusive Cost - when used, this replaces the fixed and variable O&M costs ($/kW).",Term calculated using the Fixed OM ($/kW).,Term calculated using the Variable OM ($/kW).,Calculated term for all costs associated with OM (Operations and Maintenance).,Fuel.,Fuel Cost.,Heat Rate.,,,Reference Name.,Publication Year.,Report Author.,Dataset name.,Dataset web source.
g29740,Scrubbed,Coal,Advanced PC CCS,2002,,0.047,,,1,1204,1204,0.07,60,30,0.080586404,0.392,0.54407,0.846,,0.846,0.016940761,,23.41,3.54,,,,0.006698835,Coal,2.34,10000,0.0234,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g29741,Scrubbed,Coal,Advanced PC CCS,2003,,0.047,,,1,1204,1204,0.07,60,30,0.080586404,0.392,0.54407,0.846,,0.846,0.016940761,,23.41,3.61,,,,0.006768835,Coal,2.34,10000,0.0234,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g29742,Scrubbed,Coal,Advanced PC CCS,2004,,0.047,,,1,1204,1204,0.07,60,30,0.080586404,0.392,0.54407,0.846,,0.846,0.016940761,,23.41,3.68,,,,0.006838835,Coal,2.34,10000,0.0234,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g29743,Scrubbed,Coal,Advanced PC CCS,2005,,0.047,,,1,1204,1204,0.07,60,30,0.080586404,0.392,0.54407,0.846,,0.846,0.016940761,,23.41,3.75,,,,0.006908835,Coal,2.34,10000,0.0234,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g29744,Scrubbed,Coal,Advanced PC CCS,2006,,0.047,,,1,1204,1204,0.07,60,30,0.080586404,0.392,0.54407,0.846,,0.846,0.016940761,,23.41,3.83,,,,0.006988835,Coal,2.34,10000,0.0234,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g29745,Scrubbed,Coal,Advanced PC CCS,2007,,0.047,,,1,1204,1204,0.07,60,30,0.080586404,0.392,0.54407,0.846,,0.846,0.016940761,,23.41,3.91,,,,0.007068835,Coal,2.34,10000,0.0234,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g29746,Scrubbed,Coal,Advanced PC CCS,2008,,0.047,,,1,1204,1204,0.07,60,30,0.080586404,0.392,0.54407,0.846,,0.846,0.016940761,,23.41,3.99,,,,0.007148835,Coal,2.34,10000,0.0234,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g28216,Scrubbed,Coal,Advanced PC,2008,,0.053,,,1,1544.82,1544.82,0.07,45,30,0.080586404,0.392,0.54407,0.8,,0.8,0.022986068,,27.5,4.58,,,,0.008504087,Coal,2.34,9193,0.02151162,,MiniCAM 2008,2008,MiniCAM,"Mini Climate Assessment Model (2008). Data from MiniCAM model, Pacific Northwest National Laboratory.",
g28215,Scrubbed,Coal,Advanced PC,2007,,0.053,,,1,1544.82,1544.82,0.07,45,30,0.080586404,0.392,0.54407,0.8,,0.8,0.022986068,,27.5,4.58,,,,0.008504087,Coal,2.34,9235,0.0216099,,MiniCAM 2008,2008,MiniCAM,"Mini Climate Assessment Model (2008). Data from MiniCAM model, Pacific Northwest National Laboratory.",
g28214,Scrubbed,Coal,Advanced PC,2006,,0.053,,,1,1544.82,1544.82,0.07,45,30,0.080586404,0.392,0.54407,0.8,,0.8,0.022986068,,27.5,4.58,,,,0.008504087,Coal,2.34,9277,0.02170818,,MiniCAM 2008,2008,MiniCAM,"Mini Climate Assessment Model (2008). Data from MiniCAM model, Pacific Northwest National Laboratory.",
g28213,Scrubbed,Coal,Advanced PC,2005,,0.053,,,1,1544.82,1544.82,0.07,45,30,0.080586404,0.392,0.54407,0.8,,0.8,0.022986068,,27.5,4.58,,,,0.008504087,Coal,2.34,9320,0.0218088,,MiniCAM 2008,2008,MiniCAM,"Mini Climate Assessment Model (2008). Data from MiniCAM model, Pacific Northwest National Laboratory.",
g29687,Scrubbed,Coal,Advanced PC,2000,,0.054,,,1,2017.85,2017.85,0.07,60,30,0.080586404,0.392,0.54407,0.846,,0.846,0.028391956,,33.6,1.62,,,,0.006153826,Coal,2.34,8470,0.0198198,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g29688,Scrubbed,Coal,Advanced PC,2001,,0.055,,,1,2017.85,2017.85,0.07,60,30,0.080586404,0.392,0.54407,0.846,,0.846,0.028391956,,33.6,1.62,,,,0.006153826,Coal,2.34,8670,0.0202878,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g29689,Scrubbed,Coal,Advanced PC,2002,,0.055,,,1,2017.85,2017.85,0.07,60,30,0.080586404,0.392,0.54407,0.846,,0.846,0.028391956,,33.6,1.62,,,,0.006153826,Coal,2.34,8870,0.0207558,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g29690,Scrubbed,Coal,Advanced PC,2003,,0.056,,,1,2017.85,2017.85,0.07,60,30,0.080586404,0.392,0.54407,0.846,,0.846,0.028391956,,33.6,1.62,,,,0.006153826,Coal,2.34,9070,0.0212238,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g29691,Scrubbed,Coal,Advanced PC,2004,,0.056,,,1,2017.85,2017.85,0.07,60,30,0.080586404,0.392,0.54407,0.846,,0.846,0.028391956,,33.6,1.62,,,,0.006153826,Coal,2.34,9270,0.0216918,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g29692,Scrubbed,Coal,Advanced PC,2005,,0.057,,,1,2017.85,2017.85,0.07,60,30,0.080586404,0.392,0.54407,0.846,,0.846,0.028391956,,33.6,1.62,,,,0.006153826,Coal,2.34,9470,0.0221598,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g29693,Scrubbed,Coal,Advanced PC,2006,,0.057,,,1,2029.27,2029.27,0.07,60,30,0.080586404,0.392,0.54407,0.846,,0.846,0.02855264,,33.6,1.62,,,,0.006153826,Coal,2.34,9416,0.02203344,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g29694,Scrubbed,Coal,Advanced PC,2007,,0.057,,,1,2040.69,2040.69,0.07,60,30,0.080586404,0.392,0.54407,0.846,,0.846,0.028713324,,33.6,1.62,,,,0.006153826,Coal,2.34,9362,0.02190708,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g29695,Scrubbed,Coal,Advanced PC,2008,,0.057,,,1,2052.11,2052.11,0.07,60,30,0.080586404,0.392,0.54407,0.846,,0.846,0.028874008,,33.6,1.62,,,,0.006153826,Coal,2.34,9308,0.02178072,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g22657,Scrubbed,Coal,Advanced PC,2009,,0.059,,2057.84,1.070000052,1923,2057.84,0.07,,30,0.080586404,0.392,0.54407,,0.85,0.85,0.028818374,,27.53,4.59,,,,0.008287287,Coal,2.34,9200,0.021528,,AEO 2009,2009,AEO,Annual Energy Outlook 2009,http://www.eia.gov/oiaf/archive/aeo09/pdf/0383(2009).pdf
g39648,Scrubbed,Coal,Advanced PC,2009,,0.064,,,,3000,3000,0.07,,30,0.080586404,0.392,0.54407,0.93,,0.93,0.038398575,,20.4,2,,,,0.004504051,Coal,2.34,8960,0.0209664,,Lazard 2010,2010,Lazard,"Lazard Levelized Cost of Energy Analysis, version 4.0",http://www.dpuc.state.ct.us/DEEPEnergy.nsf/c6c6d525f7cdd1168525797d0047c5bf/8525797c00471adb852579ea00731d74/$FILE/Ex%2013%20-%20Lazard%202010%20Levelized%20Cost%20of%20Energy%20-%20v%204.0.pdf
g39649,Scrubbed,Coal,Advanced PC,2009,,0.145,,,,8400,8400,0.07,,30,0.080586404,0.392,0.54407,0.93,,0.93,0.107516009,,31.6,5.9,,,,0.009778824,Coal,2.34,12000,0.02808,,Lazard 2010,2010,Lazard,"Lazard Levelized Cost of Energy Analysis, version 4.0",http://www.dpuc.state.ct.us/DEEPEnergy.nsf/c6c6d525f7cdd1168525797d0047c5bf/8525797c00471adb852579ea00731d74/$FILE/Ex%2013%20-%20Lazard%202010%20Levelized%20Cost%20of%20Energy%20-%20v%204.0.pdf
g42053,Scrubbed,Coal,Advanced PC,2010,,0.038,,,,2300,2300,0.07,35,30,0.080586404,0.392,0.54407,0.85,,0.85,0.032209628,,46,,,,,0.006177814,Coal,2.34,,0,,IEA 2012,2012,IEA,Energy Technology Perspectives 2012 Pathways to a Clean Energy System,http://www.iea.org/publications/freepublications/publication/ETP2012_free.pdf
g38656,Scrubbed,Coal,Advanced PC,2010,,0.069,,,,2890,2890,0.07,,30,0.080586404,0.392,0.54407,,,0.85,0.040472098,,23,3.71,,,,0.006798907,Coal,2.34,9370,0.0219258,,Black and Veatch 2012,2012,Black and Veatch,COST AND PERFORMANCE DATA FOR POWER GENERATION TECHNOLOGIES,http://bv.com/docs/reports-studies/nrel-cost-report.pdf
g39660,Scrubbed,Coal,Advanced PC,2014,,0.066,,,,3000,3000,0.07,,30,0.080586404,0.392,0.54407,0.93,,0.93,0.038398575,,40,2,,,,0.006909903,Coal,2.34,8750,0.020475,,Lazard 2014,2014,Lazard,"Lazard Levelized Cost of Energy Analysis, version 8.0",http://www.lazard.com/PDF/Levelized%20Cost%20of%20Energy%20-%20Version%208.0.pdf
g39659,Scrubbed,Coal,Advanced PC,2014,,0.15,,,,8400,8400,0.07,,30,0.080586404,0.392,0.54407,0.93,,0.93,0.107516009,,80,5,,,,0.014819807,Coal,2.34,12000,0.02808,,Lazard 2014,2014,Lazard,"Lazard Levelized Cost of Energy Analysis, version 8.0",http://www.lazard.com/PDF/Levelized%20Cost%20of%20Energy%20-%20Version%208.0.pdf
g29840,Unscrubbed,Coal,Conventional PC,2000,,0.045,,,1,1000,1000,0.07,60,30,0.080586404,0.392,0.54407,0.846,,0.846,0.0140704,,27.16,3.94,,,,0.007604842,Coal,2.34,10000,0.0234,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g29841,Unscrubbed,Coal,Conventional PC,2001,,0.045,,,1,1000,1000,0.07,60,30,0.080586404,0.392,0.54407,0.846,,0.846,0.0140704,,27.16,4.03,,,,0.007694842,Coal,2.34,10000,0.0234,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g29842,Unscrubbed,Coal,Conventional PC,2002,,0.045,,,1,1000,1000,0.07,60,30,0.080586404,0.392,0.54407,0.846,,0.846,0.0140704,,27.16,4.11,,,,0.007774842,Coal,2.34,10000,0.0234,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g29843,Unscrubbed,Coal,Conventional PC,2003,,0.045,,,1,1000,1000,0.07,60,30,0.080586404,0.392,0.54407,0.846,,0.846,0.0140704,,27.16,4.19,,,,0.007854842,Coal,2.34,10000,0.0234,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g29844,Unscrubbed,Coal,Conventional PC,2004,,0.045,,,1,1000,1000,0.07,60,30,0.080586404,0.392,0.54407,0.846,,0.846,0.0140704,,27.16,4.27,,,,0.007934842,Coal,2.34,10000,0.0234,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g29845,Unscrubbed,Coal,Conventional PC,2005,,0.045,,,1,1000,1000,0.07,60,30,0.080586404,0.392,0.54407,0.846,,0.846,0.0140704,,27.16,4.35,,,,0.008014842,Coal,2.34,10000,0.0234,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g29846,Unscrubbed,Coal,Conventional PC,2006,,0.046,,,1,1000,1000,0.07,60,30,0.080586404,0.392,0.54407,0.846,,0.846,0.0140704,,27.16,4.45,,,,0.008114842,Coal,2.34,10000,0.0234,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g29847,Unscrubbed,Coal,Conventional PC,2007,,0.046,,,1,1000,1000,0.07,60,30,0.080586404,0.392,0.54407,0.846,,0.846,0.0140704,,27.16,4.54,,,,0.008204842,Coal,2.34,10000,0.0234,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g29848,Unscrubbed,Coal,Conventional PC,2008,,0.046,,,1,1000,1000,0.07,60,30,0.080586404,0.392,0.54407,0.846,,0.846,0.0140704,,27.16,4.63,,,,0.008294842,Coal,2.34,10000,0.0234,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g42595,Unscrubbed,Coal,Conventional PC,2003,,0.043,,,,1300,1300,0.07,40,30,0.080586404,0.392,0.54407,0.85,,0.85,0.018205442,,23,,,,,0.003088907,Coal,2.34,9300,0.021762,,MIT 2009,2009,Du and Parsons 2009,Update on the Cost of Nuclear Power,http://web.mit.edu/ceepr/www/publications/workingpapers/2009-004.pdf
g29386,IGCC,Coal,IGCC,2005,,0.068,,,1,2617.49,2617.49,0.07,60,30,0.080586404,0.392,0.54407,0.8096,,0.8096,0.038484986,,36.26,3.71,,,,0.008822734,Coal,2.34,9000,0.02106,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g29381,IGCC,Coal,IGCC,2000,,0.068,,,1,2617.49,2617.49,0.07,60,30,0.080586404,0.392,0.54407,0.8096,,0.8096,0.038484986,,36.26,3.71,,,,0.008822734,Coal,2.34,9000,0.02106,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g29382,IGCC,Coal,IGCC,2001,,0.068,,,1,2617.49,2617.49,0.07,60,30,0.080586404,0.392,0.54407,0.8096,,0.8096,0.038484986,,36.26,3.71,,,,0.008822734,Coal,2.34,9000,0.02106,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g29383,IGCC,Coal,IGCC,2002,,0.068,,,1,2617.49,2617.49,0.07,60,30,0.080586404,0.392,0.54407,0.8096,,0.8096,0.038484986,,36.26,3.71,,,,0.008822734,Coal,2.34,9000,0.02106,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g29384,IGCC,Coal,IGCC,2003,,0.068,,,1,2617.49,2617.49,0.07,60,30,0.080586404,0.392,0.54407,0.8096,,0.8096,0.038484986,,36.26,3.71,,,,0.008822734,Coal,2.34,9000,0.02106,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g29385,IGCC,Coal,IGCC,2004,,0.068,,,1,2617.49,2617.49,0.07,60,30,0.080586404,0.392,0.54407,0.8096,,0.8096,0.038484986,,36.26,3.71,,,,0.008822734,Coal,2.34,9000,0.02106,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g29387,IGCC,Coal,IGCC,2006,,0.069,,,1,2634.62,2634.62,0.07,60,30,0.080586404,0.392,0.54407,0.8096,,0.8096,0.038736848,,36.26,3.71,,,,0.008822734,Coal,2.34,9000,0.02106,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g29388,IGCC,Coal,IGCC,2007,,0.069,,,1,2651.75,2651.75,0.07,60,30,0.080586404,0.392,0.54407,0.8096,,0.8096,0.038988711,,36.26,3.71,,,,0.008822734,Coal,2.34,9000,0.02106,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g29389,IGCC,Coal,IGCC,2008,,0.069,,,1,2668.89,2668.89,0.07,60,30,0.080586404,0.392,0.54407,0.8096,,0.8096,0.03924072,,36.26,3.71,,,,0.008822734,Coal,2.34,9000,0.02106,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g28624,IGCC,Coal,IGCC CCS,2008,,0.086,,,1,3437.03,3437.03,0.07,60,30,0.080586404,0.392,0.54407,0.8096,,0.8096,0.050534692,,30,8.09,,,,0.012320061,Coal,2.34,9700,0.022698,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g28623,IGCC,Coal,IGCC CCS,2007,,0.086,,,1,3449.59,3449.59,0.07,60,30,0.080586404,0.392,0.54407,0.8096,,0.8096,0.050719361,,30,8.09,,,,0.012320061,Coal,2.34,9700,0.022698,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g28622,IGCC,Coal,IGCC CCS,2006,,0.086,,,1,3462.15,3462.15,0.07,60,30,0.080586404,0.392,0.54407,0.8096,,0.8096,0.050904031,,30,8.09,,,,0.012320061,Coal,2.34,9700,0.022698,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g28618,IGCC,Coal,IGCC CCS,2002,,0.086,,,1,3474.72,3474.72,0.07,60,30,0.080586404,0.392,0.54407,0.8096,,0.8096,0.051088848,,30,8.09,,,,0.012320061,Coal,2.34,9700,0.022698,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g28619,IGCC,Coal,IGCC CCS,2003,,0.086,,,1,3474.72,3474.72,0.07,60,30,0.080586404,0.392,0.54407,0.8096,,0.8096,0.051088848,,30,8.09,,,,0.012320061,Coal,2.34,9700,0.022698,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g28620,IGCC,Coal,IGCC CCS,2004,,0.086,,,1,3474.72,3474.72,0.07,60,30,0.080586404,0.392,0.54407,0.8096,,0.8096,0.051088848,,30,8.09,,,,0.012320061,Coal,2.34,9700,0.022698,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g28621,IGCC,Coal,IGCC CCS,2005,,0.086,,,1,3474.72,3474.72,0.07,60,30,0.080586404,0.392,0.54407,0.8096,,0.8096,0.051088848,,30,8.09,,,,0.012320061,Coal,2.34,9700,0.022698,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g28616,IGCC,Coal,IGCC CCS,2000,,0.086,,,1,3474.72,3474.72,0.07,60,30,0.080586404,0.392,0.54407,0.8096,,0.8096,0.051088848,,30,8.09,,,,0.012320061,Coal,2.34,9700,0.022698,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g28617,IGCC,Coal,IGCC CCS,2001,,0.086,,,1,3474.72,3474.72,0.07,60,30,0.080586404,0.392,0.54407,0.8096,,0.8096,0.051088848,,30,8.09,,,,0.012320061,Coal,2.34,9700,0.022698,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
